species,breed,heartRate,respiration,temperature,anomaly_class
dog,German Shepherd,64.8,18.3,37.6,0
dog,German Shepherd,74.8,25.4,37.8,0
cat,Sphynx,206.7,29.1,38.0,0
dog,Siberian Husky,95.1,27.4,38.7,0
cat,Persian,220.0,31.5,38.8,0
cat,Persian,198.5,21.5,38.2,0
cat,Sphynx,197.5,38.5,38.2,0
cat,Bengal,207.3,39.5,38.3,0
cat,Maine Coon,152.5,35.2,38.3,0
cat,Sphynx,172.8,35.3,38.3,0
cat,Bengal,172.2,20.6,38.3,0
cat,Sphynx,154.5,38.6,38.0,0
cat,Sphynx,206.3,20.2,38.0,0
dog,Bulldog,66.5,19.8,38.7,0
dog,Poodle,92.0,14.7,38.3,0
dog,Siberian Husky,68.1,20.9,37.8,0
cat,Bengal,208.8,36.4,38.5,0
dog,Poodle,95.9,23.5,37.7,0
cat,Siamese,207.6,26.7,38.3,0
cat,Persian,206.1,68.6,38.4,2
dog,Beagle,90.4,24.3,38.0,0
dog,Poodle,81.3,12.5,37.7,0
dog,Labrador,93.5,19.4,38.1,0
dog,Labrador,87.0,28.9,37.9,0
cat,Sphynx,148.4,31.7,39.0,0
cat,Persian,206.2,21.1,38.5,0
cat,Persian,165.6,16.0,38.6,0
cat,Sphynx,145.9,22.8,39.2,0
dog,Siberian Husky,129.8,16.5,39.0,1
cat,Sphynx,145.5,18.1,38.1,0
dog,Poodle,67.7,19.3,37.9,0
dog,Poodle,92.9,12.1,40.1,3
dog,Bulldog,72.7,10.2,38.1,0
dog,Beagle,73.7,22.3,38.2,0
dog,Beagle,95.6,11.7,38.7,0
dog,Beagle,89.0,21.9,38.5,0
dog,German Shepherd,74.1,22.7,38.6,0
cat,Bengal,157.0,19.0,38.5,0
dog,Poodle,87.8,11.6,38.4,0
cat,Bengal,145.9,32.5,38.4,0
dog,Siberian Husky,97.2,21.1,38.4,0
dog,Beagle,68.2,18.1,37.6,0
dog,Poodle,64.9,19.9,37.6,0
cat,Maine Coon,131.7,16.9,38.7,0
cat,Maine Coon,125.0,25.5,38.4,0
dog,Siberian Husky,82.9,16.8,38.5,0
dog,German Shepherd,79.5,28.9,37.6,0
cat,Bengal,197.9,23.7,38.5,0
cat,Sphynx,217.8,28.2,38.7,0
dog,Bulldog,69.7,24.9,37.8,0
dog,Labrador,72.7,76.8,38.3,2
dog,Beagle,62.8,28.7,38.6,0
cat,Persian,139.7,27.9,38.8,0
cat,Sphynx,142.3,30.8,38.3,0
cat,Maine Coon,180.4,21.0,38.9,0
cat,Siamese,192.7,26.2,39.1,0
cat,Sphynx,173.2,20.2,38.8,0
dog,Siberian Husky,61.5,22.4,38.7,0
dog,German Shepherd,61.0,29.3,38.8,0
dog,Poodle,76.6,13.3,39.0,0
cat,Maine Coon,151.2,21.5,38.5,0
cat,Persian,162.5,20.2,38.6,0
dog,Siberian Husky,81.2,21.9,37.5,0
dog,Siberian Husky,63.9,18.1,38.4,0
dog,Poodle,94.0,18.7,38.9,0
cat,Maine Coon,196.0,34.3,38.9,0
cat,Persian,127.9,32.3,38.5,0
cat,Persian,146.7,21.6,38.6,0
dog,Beagle,74.4,22.2,37.7,0
dog,Labrador,71.6,15.9,37.9,0
cat,Siamese,130.2,27.3,38.6,0
dog,Bulldog,92.1,11.5,39.0,0
cat,Siamese,184.0,28.8,39.0,0
dog,Siberian Husky,70.5,25.3,38.9,0
dog,German Shepherd,138.8,20.7,37.7,1
dog,Labrador,98.8,24.6,38.9,0
cat,Bengal,142.4,34.5,38.6,0
dog,Labrador,77.9,12.7,38.9,0
cat,Maine Coon,126.4,28.9,39.0,0
cat,Persian,138.6,31.9,38.7,0
cat,Siamese,126.7,33.5,38.6,0
dog,German Shepherd,96.1,14.1,37.6,0
cat,Maine Coon,217.9,26.9,39.1,0
dog,Siberian Husky,71.0,28.6,38.5,0
dog,German Shepherd,87.4,24.2,38.0,0
dog,Beagle,72.5,16.1,38.8,0
dog,Beagle,72.7,17.2,38.5,0
dog,Beagle,70.9,29.0,37.7,0
dog,Beagle,95.6,17.7,38.6,0
cat,Sphynx,212.8,25.8,39.2,0
dog,Labrador,62.8,22.8,38.6,0
cat,Bengal,146.6,28.4,38.6,0
cat,Maine Coon,126.1,36.3,38.8,0
cat,Bengal,132.6,20.5,38.3,0
cat,Sphynx,179.3,20.5,38.4,0
cat,Persian,160.6,39.6,38.9,0
dog,Bulldog,94.9,22.8,38.8,0
dog,Beagle,73.1,16.0,37.8,0
cat,Bengal,128.1,31.3,38.6,0
dog,Labrador,87.8,25.4,39.7,3
dog,Beagle,75.5,14.8,38.9,0
dog,Siberian Husky,69.7,18.5,39.0,0
cat,Siamese,166.9,37.0,38.1,0
cat,Siamese,212.7,31.6,39.1,0
cat,Bengal,156.3,19.1,38.1,0
cat,Persian,215.4,33.7,38.8,0
cat,Sphynx,165.0,27.1,38.6,0
cat,Sphynx,199.7,34.0,38.1,0
dog,Siberian Husky,60.9,18.6,37.9,0
cat,Persian,201.0,39.6,39.0,0
dog,Siberian Husky,62.9,14.5,38.9,0
dog,German Shepherd,80.0,17.9,38.3,0
cat,Siamese,156.3,30.7,38.1,0
cat,Persian,211.7,37.5,39.1,0
dog,Labrador,92.9,23.7,38.6,0
cat,Persian,125.9,33.8,38.9,0
cat,Maine Coon,157.3,26.0,38.4,0
dog,Beagle,69.1,13.5,39.0,0
dog,Beagle,76.6,23.8,38.0,0
cat,Sphynx,208.6,32.8,38.9,0
dog,Beagle,94.2,26.9,38.2,0
dog,German Shepherd,60.4,15.1,37.9,0
cat,Persian,123.0,39.6,38.1,0
dog,German Shepherd,95.1,25.3,37.5,0
cat,Bengal,121.2,32.5,38.4,0
dog,Siberian Husky,78.4,27.3,38.3,0
cat,Persian,217.9,35.1,38.8,0
dog,Labrador,99.2,22.3,38.7,0
dog,Siberian Husky,71.5,58.6,37.5,2
dog,Siberian Husky,73.6,29.8,38.4,0
cat,Persian,140.2,23.1,38.1,0
dog,Bulldog,95.7,22.7,38.9,0
cat,Maine Coon,171.8,36.0,38.9,0
dog,German Shepherd,77.2,13.8,37.9,0
cat,Sphynx,218.3,26.0,38.3,0
cat,Siamese,185.0,21.1,38.8,0
cat,Bengal,124.7,39.4,39.0,0
dog,Siberian Husky,86.1,13.1,39.0,0
cat,Bengal,219.2,31.7,38.7,0
cat,Sphynx,182.8,30.0,39.2,0
cat,Persian,181.8,32.4,38.5,0
dog,Labrador,85.5,11.0,37.9,0
dog,German Shepherd,98.8,21.2,38.0,0
dog,Siberian Husky,81.2,23.4,38.7,0
dog,Siberian Husky,64.0,23.8,37.6,0
dog,Labrador,95.2,29.2,38.8,0
dog,Bulldog,68.6,16.8,38.7,0
cat,Sphynx,142.3,39.0,38.8,0
cat,Maine Coon,215.6,37.3,38.2,0
cat,Bengal,123.0,32.2,39.0,0
dog,Siberian Husky,75.0,26.0,38.1,0
dog,Poodle,81.7,11.8,38.5,0
dog,German Shepherd,94.2,14.8,38.9,0
cat,Bengal,168.0,22.9,38.6,0
cat,Persian,182.3,19.8,39.0,0
dog,Labrador,81.4,19.9,38.1,0
dog,Bulldog,68.6,17.5,37.6,0
dog,Beagle,78.2,24.0,38.1,0
cat,Siamese,184.4,34.5,38.4,0
dog,Labrador,97.0,19.0,37.7,0
dog,German Shepherd,69.5,29.0,38.9,0
dog,Poodle,64.5,24.1,38.3,0
dog,Beagle,79.1,26.5,37.9,0
cat,Maine Coon,123.9,28.4,38.1,0
cat,Persian,130.6,22.7,39.1,0
cat,Siamese,187.8,29.1,38.5,0
dog,German Shepherd,96.5,11.9,38.6,0
dog,Siberian Husky,99.5,19.3,37.6,0
dog,German Shepherd,79.2,22.0,37.9,0
cat,Persian,129.9,36.5,38.6,0
dog,Bulldog,63.5,25.5,38.8,0
dog,Labrador,95.1,28.9,37.7,0
dog,Bulldog,76.1,23.6,38.1,0
cat,Siamese,152.5,19.6,38.7,0
dog,German Shepherd,69.6,14.4,39.0,0
dog,Labrador,89.2,16.9,38.5,0
cat,Persian,171.5,39.9,39.0,0
dog,Beagle,97.9,18.0,38.7,0
dog,Siberian Husky,93.6,12.5,38.7,0
cat,Sphynx,182.5,33.2,39.8,3
dog,Poodle,173.8,15.1,38.5,1
dog,German Shepherd,71.3,18.7,38.5,0
dog,Poodle,89.2,27.6,38.5,0
dog,Poodle,62.8,21.0,38.1,0
cat,Bengal,130.9,28.6,38.9,0
dog,Poodle,81.5,20.0,37.7,0
cat,Bengal,170.5,21.1,38.1,0
cat,Sphynx,171.9,34.3,38.1,0
cat,Sphynx,154.1,23.1,38.3,0
dog,Labrador,63.4,21.2,38.3,0
dog,German Shepherd,64.1,16.3,38.7,0
dog,Poodle,76.5,23.6,37.9,0
dog,Bulldog,60.8,16.3,37.6,0
dog,Siberian Husky,94.2,24.1,38.2,0
cat,Siamese,169.1,23.4,38.1,0
cat,Sphynx,175.2,22.7,39.2,0
dog,Bulldog,71.3,19.2,38.2,0
cat,Bengal,121.2,32.9,38.5,0
cat,Sphynx,137.9,35.8,38.1,0
dog,Bulldog,66.6,18.2,38.7,0
cat,Bengal,189.1,32.0,38.4,0
dog,Bulldog,84.3,25.1,38.9,0
dog,Bulldog,87.9,28.6,38.7,0
dog,Labrador,78.9,17.7,37.9,0
cat,Sphynx,191.5,35.3,38.3,0
dog,Beagle,89.3,26.8,38.3,0
cat,Siamese,185.3,21.6,38.5,0
cat,Persian,152.5,23.7,38.9,0
cat,Bengal,163.3,19.0,38.6,0
dog,Labrador,130.3,17.6,37.5,1
dog,Bulldog,81.1,28.1,37.7,0
dog,Siberian Husky,93.2,11.4,38.1,0
dog,Siberian Husky,91.1,15.4,38.7,0
dog,Poodle,90.9,25.0,37.7,0
dog,Siberian Husky,63.5,24.0,37.6,0
cat,Sphynx,135.7,31.4,38.5,0
dog,Poodle,60.4,26.2,37.9,0
dog,German Shepherd,67.6,18.8,38.4,0
dog,Bulldog,84.5,18.4,38.9,0
dog,Beagle,77.6,12.3,38.6,0
cat,Siamese,136.8,35.7,38.4,0
cat,Bengal,203.7,33.7,39.0,0
cat,Persian,137.2,16.5,38.0,0
cat,Siamese,132.9,36.6,38.7,0
dog,Labrador,70.4,11.9,38.1,0
cat,Sphynx,178.3,27.1,38.8,0
cat,Persian,180.9,21.2,38.8,0
dog,Poodle,97.4,19.3,40.9,3
dog,Beagle,92.6,14.7,37.8,0
dog,German Shepherd,97.3,25.0,38.8,0
dog,Beagle,62.2,16.3,38.2,0
cat,Persian,164.5,33.1,38.5,0
cat,Persian,186.5,26.9,38.2,0
cat,Maine Coon,213.8,21.6,38.0,0
dog,Bulldog,76.3,21.0,37.9,0
cat,Bengal,151.1,36.4,38.7,0
dog,Beagle,82.8,28.4,39.0,0
cat,Maine Coon,154.7,27.6,38.9,0
cat,Bengal,175.7,33.4,38.5,0
cat,Maine Coon,139.4,20.8,38.9,0
cat,Siamese,191.9,29.2,38.3,0
dog,Poodle,69.1,16.8,38.2,0
cat,Persian,139.0,24.1,38.1,0
dog,Siberian Husky,73.5,12.7,37.6,0
dog,German Shepherd,66.2,27.6,38.2,0
dog,Poodle,97.0,13.2,38.9,0
dog,Beagle,94.9,20.5,38.4,0
dog,Bulldog,96.5,29.4,37.8,0
cat,Sphynx,184.3,37.2,38.5,0
cat,Sphynx,209.9,35.0,38.7,0
dog,Beagle,74.1,10.9,37.8,0
cat,Siamese,168.4,32.8,39.8,3
cat,Persian,172.3,20.4,38.0,0
dog,Poodle,79.0,11.3,37.6,0
cat,Bengal,186.1,18.7,39.2,0
cat,Siamese,212.3,22.5,39.2,0
cat,Bengal,155.8,26.6,38.6,0
dog,German Shepherd,88.2,16.2,37.7,0
cat,Bengal,120.9,32.1,38.4,0
dog,Siberian Husky,82.4,18.6,38.9,0
cat,Siamese,148.2,39.8,38.4,0
dog,Siberian Husky,61.4,17.8,38.5,0
dog,Poodle,92.6,22.2,38.1,0
dog,Poodle,89.3,20.5,39.0,0
dog,Beagle,93.0,12.9,38.0,0
dog,Siberian Husky,89.1,19.9,38.2,0
dog,Labrador,94.0,10.9,38.6,0
cat,Siamese,129.7,21.4,39.1,0
cat,Persian,122.4,38.2,38.0,0
cat,Bengal,172.4,19.3,39.1,0
dog,Labrador,98.8,18.5,38.8,0
dog,Siberian Husky,95.7,27.0,39.0,0
cat,Siamese,191.4,23.8,38.3,0
cat,Siamese,157.8,35.6,38.2,0
dog,Siberian Husky,68.4,16.9,38.7,0
dog,Beagle,85.5,24.5,39.0,0
cat,Siamese,133.4,25.4,39.2,0
dog,Siberian Husky,61.6,18.0,38.2,0
dog,Labrador,69.7,29.7,37.7,0
cat,Maine Coon,154.6,17.0,38.9,0
cat,Maine Coon,210.6,37.9,38.1,0
dog,Siberian Husky,93.5,23.0,38.4,0
dog,Poodle,68.1,13.7,38.8,0
dog,Beagle,69.3,17.8,38.4,0
dog,Bulldog,85.4,28.2,37.5,0
dog,Beagle,98.1,12.0,38.0,0
cat,Siamese,189.3,22.1,38.4,0
cat,Maine Coon,199.6,22.1,38.1,0
dog,Beagle,77.7,19.8,38.8,0
cat,Maine Coon,182.2,39.0,38.0,0
cat,Persian,191.7,39.4,41.0,3
cat,Maine Coon,178.1,34.8,38.4,0
dog,German Shepherd,67.9,29.2,38.3,0
dog,Labrador,64.3,29.4,37.8,0
cat,Sphynx,145.5,26.5,38.6,0
dog,Bulldog,76.0,28.2,38.7,0
cat,Siamese,200.0,31.5,38.0,0
dog,German Shepherd,64.4,15.6,38.7,0
cat,Siamese,407.1,26.0,38.3,1
cat,Persian,128.5,39.6,38.7,0
dog,German Shepherd,60.5,11.9,37.9,0
dog,Bulldog,86.3,10.2,38.9,0
cat,Maine Coon,143.9,20.8,38.6,0
cat,Bengal,141.1,27.6,38.6,0
dog,Bulldog,88.7,21.6,38.9,0
cat,Persian,162.7,25.8,39.2,0
cat,Persian,175.3,19.2,38.4,0
dog,Bulldog,63.0,12.2,37.6,0
cat,Bengal,136.5,21.0,38.8,0
dog,Poodle,94.8,24.3,38.7,0
dog,Labrador,60.4,24.3,38.0,0
dog,Beagle,62.6,25.3,38.1,0
dog,Siberian Husky,82.6,20.3,38.6,0
dog,Beagle,87.1,19.9,37.6,0
cat,Siamese,120.2,96.4,39.0,2
cat,Maine Coon,159.2,36.3,39.0,0
dog,German Shepherd,60.3,25.3,38.3,0
dog,German Shepherd,70.9,14.6,38.0,0
cat,Siamese,198.2,31.3,38.6,0
cat,Siamese,218.5,24.2,38.4,0
dog,Bulldog,78.5,21.0,38.9,0
cat,Sphynx,206.3,35.4,38.2,0
cat,Sphynx,200.7,16.2,40.8,3
cat,Sphynx,175.6,16.5,38.1,0
cat,Sphynx,152.7,29.6,38.5,0
dog,Labrador,67.7,12.3,38.1,0
cat,Sphynx,172.1,27.3,38.4,0
dog,Poodle,69.9,19.0,37.5,0
cat,Sphynx,186.7,32.1,40.5,3
cat,Bengal,186.4,30.3,38.2,0
dog,Bulldog,87.5,29.2,38.6,0
dog,Bulldog,77.2,18.8,38.0,0
cat,Bengal,127.4,20.6,38.7,0
cat,Bengal,201.7,39.2,38.6,0
dog,German Shepherd,98.9,21.6,37.9,0
cat,Bengal,189.4,38.2,38.2,0
dog,Labrador,70.6,10.2,38.3,0
cat,Sphynx,213.8,16.3,38.9,0
dog,Siberian Husky,72.5,26.0,38.8,0
cat,Persian,209.3,17.2,38.2,0
dog,Labrador,73.2,28.6,38.6,0
dog,Labrador,88.6,24.4,37.9,0
dog,Poodle,140.2,22.9,37.5,1
cat,Persian,134.3,26.7,38.4,0
cat,Persian,211.1,35.5,38.4,0
cat,Maine Coon,127.0,26.6,38.3,0
dog,German Shepherd,92.1,15.4,38.6,0
dog,Siberian Husky,96.2,10.0,38.4,0
dog,Labrador,70.3,20.9,38.5,0
dog,Labrador,72.9,21.2,38.8,0
cat,Sphynx,166.9,16.5,38.9,0
cat,Siamese,199.7,18.9,38.5,0
cat,Sphynx,142.4,27.0,38.1,0
cat,Persian,128.4,24.1,38.4,0
cat,Sphynx,187.7,33.5,38.8,0
cat,Bengal,201.6,21.9,38.5,0
cat,Siamese,145.5,18.3,38.5,0
dog,Siberian Husky,136.1,20.5,38.1,1
dog,German Shepherd,62.4,20.4,37.7,0
dog,Bulldog,75.1,24.1,38.5,0
dog,Labrador,80.3,26.2,38.8,0
cat,Bengal,126.1,30.5,39.0,0
dog,Labrador,72.4,27.7,38.7,0
cat,Sphynx,149.2,30.3,38.9,0
dog,Poodle,82.0,23.1,38.1,0
dog,Siberian Husky,66.9,27.9,37.6,0
dog,Beagle,94.7,10.7,38.9,0
cat,Sphynx,129.9,32.4,38.3,0
dog,Beagle,73.0,15.9,37.6,0
dog,Poodle,99.1,15.6,38.9,0
dog,Poodle,89.2,17.3,38.5,0
cat,Siamese,125.6,24.7,39.1,0
cat,Maine Coon,214.5,39.7,38.1,0
cat,Siamese,129.8,21.8,38.5,0
cat,Persian,207.8,31.4,39.1,0
dog,Poodle,99.5,29.3,37.5,0
cat,Persian,121.2,24.0,38.1,0
dog,Siberian Husky,80.9,21.3,38.2,0
dog,Beagle,81.2,21.8,37.8,0
dog,Beagle,91.8,14.0,37.7,0
dog,Bulldog,72.0,19.2,37.6,0
dog,Siberian Husky,68.2,26.6,38.3,0
cat,Sphynx,151.6,21.2,38.1,0
cat,Sphynx,217.5,21.7,38.8,0
cat,Bengal,151.9,24.0,38.9,0
dog,Bulldog,76.7,24.6,38.3,0
cat,Siamese,212.0,26.3,38.4,0
cat,Persian,140.8,26.7,38.1,0
cat,Siamese,129.7,35.2,38.6,0
dog,Bulldog,85.2,16.0,37.5,0
dog,Beagle,66.8,13.9,38.8,0
cat,Persian,187.2,36.1,38.2,0
dog,Labrador,75.9,11.9,38.2,0
cat,Persian,167.6,22.5,38.9,0
cat,Persian,214.5,38.4,38.3,0
dog,Siberian Husky,95.3,21.5,38.0,0
cat,Persian,149.1,36.5,39.2,0
dog,Siberian Husky,96.8,19.9,39.0,0
dog,Bulldog,82.5,24.3,38.6,0
dog,Poodle,85.3,21.6,37.9,0
dog,Bulldog,65.5,17.4,38.6,0
cat,Sphynx,172.2,17.3,38.9,0
cat,Siamese,169.0,17.8,38.0,0
cat,Siamese,177.4,22.4,38.8,0
dog,German Shepherd,82.3,21.1,37.6,0
cat,Siamese,174.4,38.8,38.8,0
cat,Sphynx,170.7,21.6,38.5,0
dog,German Shepherd,91.7,23.1,39.0,0
dog,Labrador,78.8,16.9,38.8,0
cat,Siamese,124.2,32.4,38.4,0
cat,Maine Coon,143.6,20.0,38.4,0
dog,Beagle,84.8,14.6,37.5,0
dog,Labrador,86.9,19.2,39.0,0
dog,Beagle,66.4,28.6,38.7,0
cat,Sphynx,190.6,18.9,38.7,0
dog,Beagle,90.3,10.4,40.4,3
cat,Siamese,158.4,29.1,38.7,0
dog,Bulldog,64.3,23.2,38.8,0
cat,Maine Coon,211.2,25.3,38.2,0
dog,Labrador,74.9,18.6,38.2,0
dog,Labrador,85.9,18.4,37.7,0
dog,Bulldog,85.0,24.6,38.9,0
dog,Poodle,62.8,13.8,38.7,0
dog,Bulldog,98.5,16.4,38.2,0
cat,Siamese,165.5,34.7,38.2,0
dog,Labrador,68.5,23.4,38.3,0
cat,Maine Coon,183.6,29.8,38.7,0
cat,Siamese,194.5,28.5,38.3,0
cat,Sphynx,142.7,31.9,38.5,0
cat,Sphynx,192.0,18.0,38.1,0
dog,Bulldog,97.5,10.8,37.7,0
dog,Labrador,63.5,14.4,38.4,0
cat,Persian,368.1,26.8,38.3,1
dog,German Shepherd,84.1,10.5,38.0,0
cat,Persian,178.2,20.3,38.3,0
dog,Labrador,99.4,24.7,38.7,0
cat,Sphynx,157.7,17.9,38.5,0
cat,Persian,157.6,37.5,38.0,0
dog,Poodle,93.2,17.0,38.1,0
dog,Beagle,77.5,25.8,38.7,0
cat,Persian,215.0,36.5,38.5,0
dog,Beagle,85.0,12.6,38.6,0
cat,Sphynx,203.2,36.3,38.8,0
dog,Poodle,74.6,14.6,38.2,0
dog,Labrador,93.8,28.3,38.6,0
dog,German Shepherd,73.7,19.2,37.8,0
cat,Persian,189.6,21.7,38.1,0
cat,Bengal,141.8,22.2,38.1,0
cat,Persian,207.1,16.4,38.7,0
dog,German Shepherd,70.5,19.9,38.1,0
dog,Beagle,64.2,21.5,38.3,0
cat,Sphynx,163.8,33.5,39.2,0
dog,German Shepherd,62.6,21.9,38.6,0
cat,Siamese,166.4,25.5,39.1,0
dog,Beagle,61.7,22.5,38.3,0
cat,Sphynx,146.5,20.1,38.7,0
dog,Beagle,67.0,19.4,37.6,0
dog,Beagle,70.8,26.1,37.6,0
dog,Bulldog,69.0,18.9,38.2,0
cat,Sphynx,158.7,36.0,38.5,0
dog,Bulldog,87.6,14.0,38.3,0
cat,Bengal,164.9,36.7,38.2,0
cat,Persian,129.7,22.1,38.8,0
dog,Labrador,98.4,26.4,38.8,0
dog,German Shepherd,93.6,27.0,38.7,0
dog,Siberian Husky,91.0,10.7,38.4,0
dog,German Shepherd,98.7,23.8,38.8,0
dog,Poodle,63.3,18.7,38.3,0
cat,Siamese,197.2,22.1,38.2,0
cat,Bengal,193.8,39.7,38.8,0
cat,Sphynx,160.9,33.2,38.2,0
dog,Beagle,97.5,13.1,37.5,0
dog,Bulldog,65.9,18.3,38.2,0
dog,Bulldog,87.0,14.8,38.6,0
dog,Siberian Husky,93.8,12.3,39.0,0
dog,Siberian Husky,90.4,21.2,38.0,0
cat,Bengal,121.2,37.5,39.1,0
dog,Siberian Husky,66.4,27.9,38.1,0
dog,Poodle,73.8,12.1,38.2,0
dog,Labrador,64.1,22.3,37.6,0
dog,Beagle,61.4,28.3,38.0,0
cat,Persian,203.5,22.6,38.6,0
cat,Sphynx,146.5,29.7,38.5,0
cat,Maine Coon,218.9,27.3,39.2,0
cat,Bengal,127.1,26.8,39.2,0
dog,German Shepherd,70.9,25.2,38.2,0
dog,German Shepherd,77.4,20.5,37.8,0
dog,Labrador,63.8,18.4,37.7,0
cat,Sphynx,145.6,19.6,38.4,0
dog,Labrador,62.9,11.4,37.5,0
dog,Poodle,77.7,22.1,38.4,0
dog,Poodle,83.5,23.3,37.8,0
cat,Sphynx,163.3,32.3,38.5,0
cat,Siamese,128.1,39.5,39.1,0
dog,Labrador,70.1,20.4,38.3,0
cat,Bengal,175.5,33.3,39.1,0
cat,Bengal,141.8,36.9,39.1,0
dog,Poodle,77.7,22.3,38.8,0
cat,Siamese,151.7,33.8,38.9,0
cat,Persian,177.8,39.7,39.2,0
dog,Poodle,73.6,20.3,39.6,3
cat,Siamese,192.0,32.8,38.4,0
dog,Labrador,72.0,16.2,38.1,0
dog,German Shepherd,78.9,23.5,38.8,0
dog,Siberian Husky,83.3,16.0,37.6,0
cat,Maine Coon,168.2,33.7,39.2,0
cat,Maine Coon,139.6,20.0,38.7,0
cat,Sphynx,136.4,16.6,38.1,0
cat,Bengal,178.6,23.3,38.8,0
cat,Persian,151.0,35.7,38.8,0
cat,Persian,139.0,35.4,38.3,0
dog,Poodle,77.4,24.5,37.5,0
dog,German Shepherd,62.6,13.3,38.0,0
dog,Beagle,79.4,23.9,38.3,0
cat,Persian,155.8,34.3,38.2,0
dog,Beagle,79.0,19.4,37.5,0
cat,Maine Coon,178.2,34.9,38.2,0
cat,Persian,269.7,28.6,38.8,1
dog,German Shepherd,83.5,18.0,39.0,0
dog,Labrador,77.6,28.0,38.6,0
dog,German Shepherd,87.9,25.8,37.9,0
cat,Bengal,134.7,32.8,40.6,3
dog,Bulldog,98.0,29.2,38.4,0
dog,Beagle,84.1,16.7,38.9,0
dog,Siberian Husky,79.7,11.6,37.8,0
cat,Sphynx,195.8,31.4,39.1,0
cat,Bengal,188.2,19.2,38.2,0
dog,Poodle,80.8,15.4,38.7,0
cat,Bengal,195.8,32.0,38.9,0
cat,Bengal,208.0,17.9,38.2,0
cat,Persian,133.3,37.1,38.6,0
dog,Poodle,62.8,29.4,38.8,0
dog,German Shepherd,86.6,15.7,38.2,0
dog,Bulldog,60.9,12.3,38.4,0
cat,Persian,120.7,39.7,38.8,0
dog,German Shepherd,69.7,14.9,38.8,0
cat,Sphynx,123.1,18.2,38.1,0
cat,Siamese,183.1,26.2,39.1,0
dog,Labrador,85.8,15.7,38.7,0
dog,Bulldog,91.3,24.1,38.8,0
dog,Poodle,78.0,26.7,38.4,0
dog,Labrador,72.5,26.7,37.6,0
dog,Siberian Husky,82.8,28.9,38.2,0
cat,Sphynx,167.1,16.0,38.4,0
cat,Bengal,198.0,27.8,39.1,0
cat,Maine Coon,218.9,25.5,39.2,0
cat,Persian,204.6,17.1,38.9,0
dog,Bulldog,73.3,26.6,37.9,0
cat,Persian,168.8,17.5,38.6,0
cat,Sphynx,178.7,27.0,38.5,0
dog,Beagle,97.9,18.1,38.7,0
dog,Siberian Husky,96.1,27.0,38.1,0
dog,Siberian Husky,91.1,22.5,38.1,0
cat,Persian,172.4,16.8,38.6,0
cat,Maine Coon,179.2,20.4,38.3,0
cat,Bengal,214.4,20.2,38.3,0
dog,Siberian Husky,92.0,25.4,38.9,0
dog,Labrador,90.7,28.1,38.1,0
dog,Bulldog,63.7,22.0,38.3,0
dog,German Shepherd,70.6,18.6,39.0,0
dog,Siberian Husky,76.4,16.5,38.6,0
dog,Siberian Husky,89.9,11.1,38.3,0
dog,German Shepherd,87.8,24.0,38.6,0
cat,Sphynx,200.8,20.5,38.3,0
cat,Bengal,212.0,37.1,38.5,0
cat,Maine Coon,190.2,27.4,38.4,0
cat,Sphynx,163.4,32.9,38.8,0
dog,Poodle,96.3,13.1,37.8,0
cat,Siamese,145.9,37.0,38.6,0
dog,Siberian Husky,96.9,12.8,37.8,0
dog,Bulldog,61.4,26.4,38.3,0
dog,German Shepherd,94.9,13.1,37.8,0
dog,Siberian Husky,75.4,28.1,37.9,0
dog,Siberian Husky,62.8,29.4,37.5,0
dog,German Shepherd,95.4,10.2,38.8,0
dog,Bulldog,96.4,27.1,38.9,0
dog,Siberian Husky,69.7,19.4,38.4,0
cat,Bengal,187.4,33.5,38.8,0
dog,Labrador,92.2,12.8,38.7,0
dog,Siberian Husky,76.7,17.0,38.8,0
dog,Bulldog,79.3,27.7,38.1,0
dog,Poodle,78.9,11.2,38.5,0
dog,Poodle,61.7,17.0,37.8,0
cat,Bengal,211.7,18.8,38.1,0
dog,German Shepherd,137.2,27.7,38.6,1
cat,Bengal,123.4,34.0,38.6,0
dog,German Shepherd,64.5,27.0,38.3,0
dog,Beagle,87.6,28.8,37.9,0
dog,Beagle,76.4,21.2,38.9,0
cat,Maine Coon,151.5,38.6,39.0,0
cat,Maine Coon,171.1,18.2,39.1,0
cat,Bengal,150.7,27.2,39.0,0
dog,German Shepherd,78.5,18.8,37.8,0
dog,German Shepherd,85.8,16.8,38.6,0
cat,Siamese,187.1,21.2,38.8,0
dog,German Shepherd,80.2,21.2,38.6,0
cat,Maine Coon,213.4,34.7,38.8,0
cat,Siamese,178.4,24.4,39.0,0
dog,Poodle,68.2,29.4,38.6,0
cat,Siamese,155.9,17.5,39.2,0
dog,German Shepherd,85.7,27.5,38.5,0
dog,German Shepherd,79.5,16.3,37.8,0
dog,Labrador,98.6,83.6,38.0,2
dog,Bulldog,84.2,11.7,37.6,0
cat,Bengal,202.1,26.8,38.7,0
cat,Persian,129.7,27.2,38.5,0
dog,Labrador,89.7,24.5,37.7,0
dog,Labrador,78.7,28.8,37.8,0
dog,Siberian Husky,82.5,23.4,38.6,0
dog,Beagle,90.3,25.9,38.4,0
cat,Persian,184.6,29.4,38.1,0
cat,Bengal,197.3,38.4,38.8,0
cat,Sphynx,123.9,67.0,38.8,2
cat,Siamese,144.5,34.5,39.0,0
cat,Persian,216.5,36.4,39.1,0
